"taxon_id"	"taxon_rank"	"scientific_name"	"assembly_id"	"contig_count"	"scaffold_count"	"chromosome_count"	"gc_percent"	"gene_count"	"assembly_level"	"assembly_span"	"contig_n50"	"scaffold_n50"	"busco_completeness"
"347340"	"species"	"Eledona agricola"	"GCA_964023225.2"	8220	8218		35.5		"Scaffold"	677318247	264109	264109	
"7282"	"species"	"Drosophila obscura"	"GCA_964023925.1"	242	58	6	43.96		"Chromosome"	180726816	1841984	36451097	98.4
"1971315"	"species"	"Melinopterus prodromus"	"GCA_964023935.1"	4175	4162		35.5		"Scaffold"	652425407	368429	370065	
"1518028"	"species"	"Ectemnius cavifrons"	"GCA_964023945.1"	576	271	14	43.95		"Chromosome"	225310263	1300186	14987736	95.7
"7282"	"species"	"Drosophila obscura"	"GCA_964023955.2"	597	597		43.5		"Contig"	66218251	461617	461617	
"1971315"	"species"	"Melinopterus prodromus"	"GCA_964023965.1"	1264	710	10	35.730000000000004		"Chromosome"	645613547	1982000	66599450	98.80000000000001
"346691"	"species"	"Altica lythri"	"GCA_964028145.1"	1785	521		31.5		"Scaffold"	1786856003	1915886	18345038	
"346691"	"species"	"Altica lythri"	"GCA_964028335.1"	2023	1578	12	31.490000000000002		"Chromosome"	1003506841	2893756	77927963	97.5
"81636"	"species"	"Micromesistius poutassou"	"GCA_964030755.1"	13768	9852		46		"Scaffold"	984462869	118878	252240	
"81636"	"species"	"Micromesistius poutassou"	"GCA_964030765.1"	6886	3831	25	45.81		"Chromosome"	520620001	238748	19932791	85.7
"559660"	"species"	"Muscina levida"	"GCA_964034835.1"	1471	380	5	35.160000000000004		"Chromosome"	805167402	1877730	153495895	99.10000000000001
"132585"	"species"	"Anser brachyrhynchus"	"GCA_964034845.1"	5114	5114		43.5		"Contig"	1147454305	775240	775240	
"132585"	"species"	"Anser brachyrhynchus"	"GCA_964034855.1"	1851	714	41	43.67		"Chromosome"	1287320976	2049950	79251119	96.80000000000001
"1859540"	"species"	"Eristalis intricaria"	"GCA_964034865.1"	534	326	6	41.89		"Chromosome"	586385591	3879833	91593691	96.60000000000001
"2776046"	"species"	"Itoplectis maculator"	"GCA_964034875.1"	2122	2122		45.5		"Contig"	233827706	277226	277226	
"559660"	"species"	"Muscina levida"	"GCA_964034885.1"	3314	3216		35.5		"Scaffold"	782410243	644290	658720	
"1859540"	"species"	"Eristalis intricaria"	"GCA_964034895.1"	1425	1425		42		"Contig"	565996034	1546113	1546113	
"2776046"	"species"	"Itoplectis maculator"	"GCA_964034905.1"	518	271	20	45.43		"Chromosome"	223131394	1347257	10580486	95.60000000000001
"47428"	"species"	"Armillaria ostoyae"	"GCA_964034915.1"	499	439	11	48.08		"Chromosome"	66148026	1316069	4706541	94.80000000000001
"1779456"	"species"	"Tricholoma hemisulphureum"	"GCA_964034925.1"	86	25	12	47.12		"Chromosome"	128910457	5205231	10683071	93.60000000000001
"47428"	"species"	"Armillaria ostoyae"	"GCA_964034935.1"	561	560		48		"Scaffold"	62435115	333237	333237	
"1822507"	"species"	"Chrysopilus asiliformis"	"GCA_964034945.1"	179	41	5	35.04		"Chromosome"	429048661	6560707	116070134	95.30000000000001
"48711"	"species"	"Orchesella flavescens"	"GCA_964034955.1"	249	13	6	36.06		"Chromosome"	273689038	2415455	51764802	96.2
"1779456"	"species"	"Tricholoma hemisulphureum"	"GCA_964034965.1"	1133	1133		47		"Contig"	132262808	320106	320106	
"48711"	"species"	"Orchesella flavescens"	"GCA_964034975.1"	3869	3868		36		"Scaffold"	240557461	93136	93136	
"1822507"	"species"	"Chrysopilus asiliformis"	"GCA_964035425.1"	1716	1716		35		"Contig"	428222770	726967	726967	
"10212"	"species"	"Bugula neritina"	"GCA_964035465.1"	1245	1245		34.5		"Contig"	186182971	605287	605287	
"172267"	"species"	"Salix caprea"	"GCA_964035475.1"	248	77	19	36.160000000000004		"Chromosome"	389070326	4558916	19611398	97.60000000000001
"172267"	"species"	"Salix caprea"	"GCA_964035485.1"	1277	1275		36.5		"Scaffold"	373453066	1517619	1517619	
"721166"	"species"	"Watsonalla cultraria"	"GCA_964035505.1"	92	36	31	37.28		"Chromosome"	319382117	6829000	11404046	98.7
"721166"	"species"	"Watsonalla cultraria"	"GCA_964035515.1"	4329	4329		37.5		"Contig"	324091416	120598	120598	
"30387"	"species"	"Netta rufina"	"GCA_964035535.1"	3207	3206		42		"Scaffold"	968137862	1084822	1084822	
"10212"	"species"	"Bugula neritina"	"GCA_964035545.1"	430	320	9	34.14		"Chromosome"	215994306	3968814	24795343	84.80000000000001
"30387"	"species"	"Netta rufina"	"GCA_964035555.1"	854	140	42	42.08		"Chromosome"	1166961997	3347974	77261329	96.80000000000001
"41836"	"species"	"Polytrichum formosum"	"GCA_964035585.2"	572	327	7	41.550000000000004		"Chromosome"	487538104	5745311	72514192	83.4
"383678"	"species"	"Fomitopsis pulvina"	"GCA_964035665.1"	331	331		53.5		"Contig"	36999778	230153	230153	
"383678"	"species"	"Fomitopsis pulvina"	"GCA_964035675.1"	94	13	13	53.5		"Chromosome"	37428316	825065	2925245	
"284366"	"species"	"Oxyria digyna"	"GCA_964035995.1"	307	30	7	38.54		"Chromosome"	552120928	4351411	77668887	93.80000000000001
"284366"	"species"	"Oxyria digyna"	"GCA_964036005.1"	897	696		38.5		"Scaffold"	583590125	4172252	76726383	
"468750"	"species"	"Leptarthrus brevirostris"	"GCA_964036015.1"	467	161	6	37.06		"Chromosome"	850813615	5289418	155120804	96.9
"468750"	"species"	"Leptarthrus brevirostris"	"GCA_964036025.1"	437	134		37		"Scaffold"	851459105	4710239	155984377	
"987860"	"species"	"Acronicta alni"	"GCA_964056265.1"	221	131		37		"Scaffold"	472856285	7054084	16161304	
"987860"	"species"	"Acronicta alni"	"GCA_964056405.1"	339	252	31	36.79		"Chromosome"	470370600	6536681	16190090	98.80000000000001
"78191"	"species"	"Arabis hirsuta"	"GCA_964056645.1"	554	257		37		"Scaffold"	576854027	2635385	37102171	
"78191"	"species"	"Arabis hirsuta"	"GCA_964056655.1"	430	22	16	37.26		"Chromosome"	582665844	2628000	37603756	99.30000000000001
"362093"	"species"	"Athalia circularis"	"GCA_964056665.1"	1213	585		39		"Scaffold"	362784177	1793703	14105000	
"3037405"	"species"	"Melieria picta"	"GCA_964056685.1"	566	141		38		"Scaffold"	429483664	1550078	132260928	
"3037405"	"species"	"Melieria picta"	"GCA_964056695.1"	629	142	4	38.04		"Chromosome"	423818532	1577180	134711152	98.60000000000001
"1545368"	"species"	"Troilus luridus"	"GCA_964056705.1"	459	263	6	34		"Chromosome"	842577471	6436184	130503845	
"1545368"	"species"	"Troilus luridus"	"GCA_964056715.1"	807	521	8	33.89		"Chromosome"	1044498619	5466433	126177453	98.80000000000001
"988158"	"species"	"Standfussiana lucernea"	"GCA_964057015.1"	786	240		38		"Scaffold"	491009638	1398991	17167720	
"988158"	"species"	"Standfussiana lucernea"	"GCA_964057025.1"	1213	479	32	38.15		"Chromosome"	553508831	1209454	17102160	98.30000000000001
"988010"	"species"	"Orthosia cruda"	"GCA_964057195.1"	816	196	33	38.5		"Chromosome"	1229938701	3185382	42845720	
"988010"	"species"	"Orthosia cruda"	"GCA_964057205.1"	900	289	33	38.47		"Chromosome"	1254152034	3609102	41738721	98.60000000000001
"2691756"	"species"	"Campiglossa producta"	"GCA_964058745.1"	4679	1218	6	36.02		"Chromosome"	865955795	392000	137559907	96.2
"2691756"	"species"	"Campiglossa producta"	"GCA_964058755.1"	3761	795		36		"Scaffold"	842998023	423568	126999115	
"234466"	"species"	"Carex arenaria"	"GCA_964058765.1"	202	34	27	34.58		"Chromosome"	352283283	3129000	12259953	75.60000000000001
"256650"	"species"	"Tetropium fuscum"	"GCA_964058775.1"	331	16	13	33.59		"Chromosome"	555633467	3916055	43086128	99.4
"240680"	"species"	"Carex divulsa"	"GCA_964058785.1"	240	35	27	34.35		"Chromosome"	388301220	2899343	13437251	75.5
"316510"	"species"	"Schoenoplectus triqueter"	"GCA_964058795.1"	362	89	21	36.17		"Chromosome"	580257001	3478779	27800309	75.60000000000001
"316510"	"species"	"Schoenoplectus triqueter"	"GCA_964058805.1"	2174	2174		35.5		"Contig"	84621132	34653	34653	
"241234"	"species"	"Carex sylvatica"	"GCA_964058815.1"	251	50	29	33.83		"Chromosome"	363239751	2566127	13811235	75.2
"234466"	"species"	"Carex arenaria"	"GCA_964058825.1"	1735	1734		34.5		"Scaffold"	313565395	488588	488588	
"241230"	"species"	"Carex rostrata"	"GCA_964058835.2"	119	73	35	34.36		"Chromosome"	380999594	6594078	12529801	76.2
"241234"	"species"	"Carex sylvatica"	"GCA_964058845.1"	951	951		34		"Contig"	64072641	143635	143635	
"312760"	"species"	"Carex pendula"	"GCA_964058855.1"	93	93		38.5		"Contig"	2653880	26299	26299	
"46325"	"species"	"Eleocharis quinqueflora"	"GCA_964058865.1"	5259	5259		35		"Contig"	371494470	141721	141721	
"241230"	"species"	"Carex rostrata"	"GCA_964058875.1"	569	569		34.5		"Contig"	378280700	1729806	1729806	
"312760"	"species"	"Carex pendula"	"GCA_964058885.1"	63	33	31	33.9		"Chromosome"	362260125	9853000	12567026	75.60000000000001
"240680"	"species"	"Carex divulsa"	"GCA_964058895.1"	56	56		40		"Contig"	1730602	27826	27826	
"46325"	"species"	"Eleocharis quinqueflora"	"GCA_964058905.1"	697	101	67	34.85		"Chromosome"	497056880	1205812	7447985	75.3
"256650"	"species"	"Tetropium fuscum"	"GCA_964058915.1"	18651	18651		33		"Contig"	704795631	48991	48991	
"406638"	"species"	"Ectobius pallidus"	"GCA_964059185.1"	1268	478	11	35.38		"Chromosome"	2087550345	4566910	194849782	99.60000000000001
"406638"	"species"	"Ectobius pallidus"	"GCA_964059195.1"	1053	414		35.5		"Scaffold"	2124672973	4647957	179404569	
"195145"	"species"	"Veronica verna"	"GCA_964059225.1"	319	155	8	38.660000000000004		"Chromosome"	463883710	4818980	56820964	95.7
"195145"	"species"	"Veronica verna"	"GCA_964059245.1"	423	423		40		"Contig"	9123382	22438	22438	
"41653"	"species"	"Tragopogon pratensis"	"GCA_964059265.1"	987	398		37		"Scaffold"	2042831631	5400675	703469785	
"31919"	"species"	"Numenius arquata"	"GCA_964059295.1"	1504	811		43.5		"Scaffold"	1198356613	2824112	63779631	
"172265"	"species"	"Ulmus glabra"	"GCA_964059305.1"	1254	319		35.5		"Scaffold"	1860203247	2907458	120386338	
"97307"	"species"	"Prunus padus"	"GCA_964059315.1"	506	299	16	38.08		"Chromosome"	454487192	3503698	27204657	99.10000000000001
"97307"	"species"	"Prunus padus"	"GCA_964059325.1"	358	143		38		"Scaffold"	449669538	3100215	27799582	
"57485"	"species"	"Rhizosphaera kalkhoffii"	"GCA_964059335.1"	59	54		50.5		"Scaffold"	25656601	1693284	1766275	
"40816"	"species"	"Grus grus"	"GCA_964059345.1"	885	326		43.5		"Scaffold"	1291076428	3591816	84073833	
"753308"	"species"	"Diurnea fagella"	"GCA_964059355.1"	96	23	15	38.44		"Chromosome"	662696560	11042170	41524682	98.80000000000001
"1101143"	"species"	"Phycita roborella"	"GCA_964059365.1"	379	51	33	36.45		"Chromosome"	710474598	3621216	24323256	98.4
"2163653"	"species"	"Gelis areator"	"GCA_964059375.1"	479	139	12	39.08		"Chromosome"	228146745	1260444	19395723	95.80000000000001
"2163653"	"species"	"Gelis areator"	"GCA_964059385.1"	379	117		39		"Scaffold"	229563896	1351395	19112766	
"1101143"	"species"	"Phycita roborella"	"GCA_964059395.1"	875	541		36.5		"Scaffold"	703150317	3746338	24456391	
"1980407"	"species"	"Macomangulus tenuis"	"GCA_964059405.1"	657	404	19	37.5		"Chromosome"	1912188862	11832636	98597062	
"1980407"	"species"	"Macomangulus tenuis"	"GCA_964059415.1"	525	255	19	37.36		"Chromosome"	1906560001	10971308	100244879	80.60000000000001
"1100907"	"species"	"Agriphila inquinatella"	"GCA_964059425.1"	319	36	20	36.65		"Chromosome"	794588780	5695902	52942082	98.5
"1100907"	"species"	"Agriphila inquinatella"	"GCA_964059435.1"	1694	855		36.5		"Scaffold"	783200409	1537526	40599378	
"753308"	"species"	"Diurnea fagella"	"GCA_964059445.1"	2431	1480		38.5		"Scaffold"	690124808	976496	35946844	
"721158"	"species"	"Sabra harpagula"	"GCA_964059455.1"	1657	817		38		"Scaffold"	284040711	462969	7615598	
"721158"	"species"	"Sabra harpagula"	"GCA_964059465.1"	115	34	31	38.13		"Chromosome"	377239391	5447578	13211089	98.7
"753150"	"species"	"Alucita hexadactyla"	"GCA_964059475.1"	157	58	30	38.22		"Chromosome"	878530053	11547540	31031745	98.10000000000001
"1907000"	"species"	"Gibbaranea gibbosa"	"GCA_964059485.1"	435	227	13	31.82		"Chromosome"	2816880905	50821000	226107600	98.30000000000001
"753150"	"species"	"Alucita hexadactyla"	"GCA_964059515.1"	1789	1042		38.5		"Scaffold"	871847116	1898425	29766225	
"1907000"	"species"	"Gibbaranea gibbosa"	"GCA_964059525.1"	11119	7656		32		"Scaffold"	2863513795	1752784	196305752	
"41653"	"species"	"Tragopogon pratensis"	"GCA_964059535.1"	1226	499	6	37		"Chromosome"	2070495301	5368523	383411168	97.4
"74524"	"species"	"Trifolium occidentale"	"GCA_964059555.1"	423	68	8	33.96		"Chromosome"	577810552	3009643	73078136	98.9
"53160"	"species"	"Lamium amplexicaule"	"GCA_964059565.1"	414	261	9	35.36		"Chromosome"	521588801	5129000	53956053	97.2
"419956"	"species"	"Calvia quattuordecimguttata"	"GCA_964059575.1"	3068	2129		36		"Scaffold"	1731694051	3599899	40346767	
"1280429"	"species"	"Bryotropha terrella"	"GCA_964059585.1"	2278	1786		37.5		"Scaffold"	756715824	2312469	23189717	
"107022"	"species"	"Bucephala clangula"	"GCA_964059595.1"	991	537	40	42		"Chromosome"	1190922165	4272793	66356865	
"107022"	"species"	"Bucephala clangula"	"GCA_964059605.1"	4146	4146		42		"Contig"	965992559	1493867	1493867	
"74524"	"species"	"Trifolium occidentale"	"GCA_964059615.1"	531	242		34		"Scaffold"	621992097	2926951	67506180	
"239452"	"species"	"Jasione montana"	"GCA_964059625.1"	701	448	6	36.54		"Chromosome"	1282032516	9322708	211226737	97
"1280429"	"species"	"Bryotropha terrella"	"GCA_964059635.1"	151	53	31	37.32		"Chromosome"	756351918	10892363	24165216	97.80000000000001
"419956"	"species"	"Calvia quattuordecimguttata"	"GCA_964059645.1"	170	58	10	36.230000000000004		"Chromosome"	844399382	13501844	92850860	97.80000000000001
"53160"	"species"	"Lamium amplexicaule"	"GCA_964059915.1"	249	116		35		"Scaffold"	499720593	5500229	53638997	
"97043"	"species"	"Trifolium striatum"	"GCA_964059935.1"	285	30	7	33.43		"Chromosome"	372172512	2686173	48478819	98.9
"109479"	"species"	"Myotis mystacinus"	"GCA_964094495.3"	507	240	23	43		"Chromosome"	2081615551	28343623	100246715	
"38865"	"species"	"Quercus petraea"	"GCA_964102825.1"	777	158	12	35.93		"Chromosome"	823572903	2919378	69921773	98.60000000000001
"38865"	"species"	"Quercus petraea"	"GCA_964103055.1"	726	240		35.5		"Scaffold"	815088531	2622680	71724638	
"113636"	"species"	"Populus tremula"	"GCA_964106015.1"	275	162	19	35.47		"Chromosome"	408644056	6609440	20998327	98.4
"113636"	"species"	"Populus tremula"	"GCA_964106075.1"	224	160		35.5		"Scaffold"	415454593	6781908	21331606	
"452646"	"species"	"Neogale vison"	"GCA_964106205.1"	3200	351	15	42.5		"Chromosome"	2662777898	1455681	217713070	
"452646"	"species"	"Neogale vison"	"GCA_964106545.1"	3391	434	15	42.39		"Chromosome"	2697130894	1439238	221119109	94.9
"97043"	"species"	"Trifolium striatum"	"GCA_964106565.1"	402	151		33.5		"Scaffold"	379662616	2291999	47906532	
"673928"	"species"	"Hypericum hirsutum"	"GCA_964106595.1"	273	121		38		"Scaffold"	342848173	2885923	68035595	
"57485"	"species"	"Rhizosphaera kalkhoffii"	"GCA_964106605.1"	38	14	14	50.45		"Chromosome"	24808958	1640363	1841781	95.30000000000001
"106677"	"species"	"Frangula alnus"	"GCA_964106655.1"	135	18	10	35.5		"Chromosome"	281245521	7035169	25059742	
"673928"	"species"	"Hypericum hirsutum"	"GCA_964106675.1"	296	116	9	38.43		"Chromosome"	338108656	3008396	37814175	93.60000000000001
"29788"	"species"	"Galium aparine"	"GCA_964106685.1"	146	115		38		"Scaffold"	853304968	20900471	27159287	
"626748"	"species"	"Hypericum pulchrum"	"GCA_964106755.1"	538	317	9	38.71		"Chromosome"	373143241	3499187	38876907	94.2
"169227"	"species"	"Moehringia trinervia"	"GCA_964106765.1"	454	252	12	36.44		"Chromosome"	1244268398	10545392	103006838	96
"626748"	"species"	"Hypericum pulchrum"	"GCA_964106795.1"	387	215		38.5		"Scaffold"	367878709	3459738	38253528	
"1920014"	"species"	"Mysia undata"	"GCA_964106805.1"	1563	311	19	37.550000000000004		"Chromosome"	1613701415	1923934	85061451	79.7
"9627"	"species"	"Vulpes vulpes"	"GCA_964106825.2"	2305	460	17	41.34		"Chromosome"	2411710590	2040520	139235879	95
"29788"	"species"	"Galium aparine"	"GCA_964106835.1"	188	149	32	37.94		"Chromosome"	857556159	21629994	26842566	96.2
"169227"	"species"	"Moehringia trinervia"	"GCA_964106845.1"	407	212		36.5		"Scaffold"	1242419094	10356940	104089438	
"40816"	"species"	"Grus grus"	"GCA_964106855.1"	1346	753	40	44.25		"Chromosome"	1352263658	3365458	83713171	97.5
"1920014"	"species"	"Mysia undata"	"GCA_964106865.1"	1421	127		37.5		"Scaffold"	1617548918	1874835	86720194	
"197009"	"species"	"Platystomos albinus"	"GCA_964106875.1"	261	11	11	36.38		"Chromosome"	555311420	4331580	69355648	98.80000000000001
"31919"	"species"	"Numenius arquata"	"GCA_964106895.1"	2603	1818	41	43.980000000000004		"Chromosome"	1348859203	2605715	63363742	97.30000000000001
"172265"	"species"	"Ulmus glabra"	"GCA_964106905.1"	1276	305	14	35.88		"Chromosome"	1788200723	2995083	123199894	97.5
"9627"	"species"	"Vulpes vulpes"	"GCA_964106925.2"	2169	350	17	41.5		"Chromosome"	2398532178	2052204	139452099	
"82091"	"species"	"Hydrocotyle vulgaris"	"GCA_964106935.1"	592	331	48	33.71		"Chromosome"	870397211	5330539	17802367	98.60000000000001
"239452"	"species"	"Jasione montana"	"GCA_964106945.1"	485	292		36.5		"Scaffold"	1294555905	9849994	393422835	
"197009"	"species"	"Platystomos albinus"	"GCA_964106955.1"	302	123		36.5		"Scaffold"	554552616	4813988	68519913	
"106677"	"species"	"Frangula alnus"	"GCA_964106965.1"	148	21	10	35.47		"Chromosome"	279056038	7335378	24617535	98.2
"82091"	"species"	"Hydrocotyle vulgaris"	"GCA_964107055.1"	521	256		33.5		"Scaffold"	862856931	5496645	17760431	
"9433"	"species"	"Miniopterus schreibersii"	"GCA_964145185.2"	254	168		42.63		"Scaffold"	1699631453	31768015	87054363	96.7
"13385"	"species"	"Calluna vulgaris"	"GCA_964145215.1"	433	152	8	41		"Chromosome"	520423034	2555587	65464334	
"13385"	"species"	"Calluna vulgaris"	"GCA_964145725.1"	605	344	8	41.300000000000004		"Chromosome"	521826740	2806661	64340872	96
"9433"	"species"	"Miniopterus schreibersii"	"GCA_964146895.2"	325	185	24	42.52		"Chromosome"	1850573702	28014000	87795433	99.30000000000001
"57918"	"species"	"Fragaria vesca"	"GCA_964146915.1"	108	59	7	39		"Chromosome"	219169897	7181683	34099791	
"28835"	"species"	"Cepaea nemoralis"	"GCA_964147875.1"	12463	4669	22	41.26		"Chromosome"	3246617753	625181	116559590	88.9
"57918"	"species"	"Fragaria vesca"	"GCA_964165485.1"	76	23	7	38.67		"Chromosome"	219727621	6989948	33798323	98.2
"28835"	"species"	"Cepaea nemoralis"	"GCA_964166675.2"	10605	2975	22	41		"Chromosome"	3270717112	651301	119686223	
"30192"	"species"	"Bombus lapidarius"	"GCA_964186655.1"	410	289	18	37.47		"Chromosome"	368463147	2964708	16231933	97.2
"30192"	"species"	"Bombus lapidarius"	"GCA_964186665.1"	1659	1659		38		"Contig"	344570775	1051285	1051285	
"214965"	"species"	"Dendrogyra cylindrus"	"GCA_964187805.1"	7933	7933		39.5		"Contig"	671447591	545789	545789	
"214965"	"species"	"Dendrogyra cylindrus"	"GCA_964187815.1"	488	362	15	39.42		"Chromosome"	560006297	9063966	40517759	96.10000000000001
"7769"	"species"	"Myxine glutinosa"	"GCA_964187825.1"	24878	24876		44.5		"Scaffold"	2754027477	187206	187206	
"7769"	"species"	"Myxine glutinosa"	"GCA_964187855.1"	8415	4003	14	44.33		"Chromosome"	3057504053	739991	192170830	57
"6535"	"species"	"Cornu aspersum"	"GCA_964187865.1"	25581	21949		41		"Scaffold"	2332749150	234360	726887	
"6535"	"species"	"Cornu aspersum"	"GCA_964187895.1"	4447	603	27	40.9		"Chromosome"	2908448789	1303995	110296109	89.4
"934903"	"species"	"Xanthorhoe montanata"	"GCA_964187945.1"	302	106	31	36.81		"Chromosome"	381093872	7164157	12870628	98.60000000000001
"989733"	"species"	"Agapeta zoegana"	"GCA_964187955.1"	330	68		38		"Scaffold"	577740170	3607070	48099919	
"7740"	"species"	"Branchiostoma lanceolatum"	"GCA_964187965.1"	332	121	19	41.59		"Chromosome"	468402880	3232360	24105225	97.9
"702235"	"species"	"Filago lutescens"	"GCA_964187975.1"	239	53		33.5		"Scaffold"	646216717	5689079	43618463	
"190335"	"species"	"Abraxas sylvata"	"GCA_964187985.1"	260	59	30	36.84		"Chromosome"	475200814	5655000	16612082	98.2
"230827"	"species"	"Ripartites tricholoma"	"GCA_964187995.1"	194	60	11	46.6		"Chromosome"	59827961	605554	5378089	95.2
"195143"	"species"	"Veronica triphyllos"	"GCA_964188005.1"	381	381		41.5		"Contig"	10108290	24877	24877	
"195143"	"species"	"Veronica triphyllos"	"GCA_964188015.1"	335	172	7	37.61		"Chromosome"	506445966	4583274	73444829	96
"934818"	"species"	"Perizoma blandiatum"	"GCA_964188025.1"	550	268		38		"Scaffold"	417644884	2491222	14526875	
"326957"	"species"	"Thera firmata"	"GCA_964188035.1"	398	114		38		"Scaffold"	300342383	1966682	16301815	
"988039"	"species"	"Spilosoma urticae"	"GCA_964188045.1"	235	128	30	35.71		"Chromosome"	567063690	7521215	19625217	98.7
"7740"	"species"	"Branchiostoma lanceolatum"	"GCA_964188055.1"	288	100		41.5		"Scaffold"	465808481	3631927	23574829	
"185876"	"species"	"Anisosticta novemdecimpunctata"	"GCA_964188085.1"	1277	1276		36		"Scaffold"	425451196	4253225	4253225	
"185876"	"species"	"Anisosticta novemdecimpunctata"	"GCA_964188095.1"	127	54	11	35.63		"Chromosome"	438673765	16069806	38308147	97.60000000000001
"230827"	"species"	"Ripartites tricholoma"	"GCA_964188105.1"	405	405		46.5		"Contig"	52697456	258169	258169	
"20403"	"species"	"Astragalus alpinus"	"GCA_964188115.1"	898	117	8	38.02		"Chromosome"	749425639	1614554	93827337	96.80000000000001
"3501"	"species"	"Urtica dioica"	"GCA_964188125.1"	785	778		40		"Scaffold"	474737913	5106531	5106531	
"3501"	"species"	"Urtica dioica"	"GCA_964188135.1"	3688	3280	13	41.35		"Chromosome"	618025273	2081532	37327017	91.9
"988039"	"species"	"Spilosoma urticae"	"GCA_964188145.1"	205	94		35.5		"Scaffold"	564956504	6869202	19826953	
"326957"	"species"	"Thera firmata"	"GCA_964188155.1"	486	172	19	38.01		"Chromosome"	301469345	1739776	16263279	97.9
"1594445"	"species"	"Aspilapteryx tringipennella"	"GCA_964188165.1"	467	143	30	37.46		"Chromosome"	261710030	1434113	9501776	96.2
"934903"	"species"	"Xanthorhoe montanata"	"GCA_964188185.1"	141	92		36.5		"Scaffold"	323532574	6605354	12444147	
"702235"	"species"	"Filago lutescens"	"GCA_964188195.1"	344	146	14	33.56		"Chromosome"	648445603	5242467	43620274	98.4
"190335"	"species"	"Abraxas sylvata"	"GCA_964188205.1"	174	75		37		"Scaffold"	428863778	6791315	16037942	
"64940"	"species"	"Fragaria moschata"	"GCA_964188215.1"	129	59	7	38.96		"Chromosome"	223967537	5862020	29624753	98.30000000000001
"1100998"	"species"	"Glyphipterix thrasonella"	"GCA_964188235.1"	216	73		37.5		"Scaffold"	737492039	7951894	26923061	
"20403"	"species"	"Astragalus alpinus"	"GCA_964188245.1"	950	207	8	38.11		"Chromosome"	766579426	1776683	95356091	96.80000000000001
"934818"	"species"	"Perizoma blandiatum"	"GCA_964188255.1"	736	421	30	38.15		"Chromosome"	421435018	2364298	14651724	98.30000000000001
"989733"	"species"	"Agapeta zoegana"	"GCA_964188265.1"	374	99	13	38.25		"Chromosome"	578357251	3441016	47315000	98.5
"1100998"	"species"	"Glyphipterix thrasonella"	"GCA_964188275.1"	293	130	31	37.550000000000004		"Chromosome"	741248399	6497035	26905062	97.7
"64940"	"species"	"Fragaria moschata"	"GCA_964188285.1"	134	43		39		"Scaffold"	223522808	4473096	32952714	
"64176"	"species"	"Podarcis muralis"	"GCA_964188315.1"	1011	184	20	44.230000000000004		"Chromosome"	1522624192	3229453	91987695	95.10000000000001
"8839"	"species"	"Anas platyrhynchos"	"GCA_964188335.1"	972	487		42.5		"Scaffold"	1136573142	3674340	79761371	
"8839"	"species"	"Anas platyrhynchos"	"GCA_964188345.1"	1506	935	41	42.87		"Chromosome"	1300232380	3518761	69288905	97.10000000000001
"30397"	"species"	"Buteo buteo"	"GCA_964188355.1"	1014	543	34	43.160000000000004		"Chromosome"	1303682556	4249591	46961128	97.30000000000001
"64176"	"species"	"Podarcis muralis"	"GCA_964188365.1"	825	91		44.160000000000004		"Scaffold"	1433931530	3330575	92433681	92.2
"30397"	"species"	"Buteo buteo"	"GCA_964188375.1"	929	458		43.5		"Scaffold"	1330554072	4094128	44778580	
"689108"	"species"	"Thera juniperata"	"GCA_964194115.1"	170	46	30	38.02		"Chromosome"	357521540	3718748	12826322	98.10000000000001
"9375"	"species"	"Talpa europaea"	"GCA_964194135.1"	1519	463	17	42.07		"Chromosome"	2060984045	3421604	136888642	95.4
"57982"	"species"	"Cetorhinus maximus"	"GCA_964194155.1"	7865	5087	39	44.5		"Chromosome"	3993849873	1961965	126028485	
"57982"	"species"	"Cetorhinus maximus"	"GCA_964194165.1"	6569	3829		44.5		"Scaffold"	3817333378	2087228	127927789	
"77218"	"species"	"Rhinolophus hipposideros"	"GCA_964194185.1"	2349	722	29	40.82		"Chromosome"	2171311786	2014157	88364482	95.9
"9375"	"species"	"Talpa europaea"	"GCA_964194205.1"	1396	356		42		"Scaffold"	2056471431	3507589	136515677	
"77218"	"species"	"Rhinolophus hipposideros"	"GCA_964194215.2"	1036	980	29	41		"Chromosome"	2240898699	44946000	89071765	
"31155"	"species"	"Vipera berus"	"GCA_964194405.1"	1256	348		41		"Scaffold"	1476666783	4761684	216582812	
"31155"	"species"	"Vipera berus"	"GCA_964194415.1"	1535	478	19	41.11		"Chromosome"	1694999861	4688414	218396773	93.10000000000001
"292387"	"species"	"Nemopoda nitidula"	"GCA_964194425.1"	198	29	6	38.38		"Chromosome"	178447113	1669000	29829044	98
"214030"	"species"	"Anaplectoides prasina"	"GCA_964194435.1"	172	138	31	37.83		"Chromosome"	513691458	15472000	17239861	98.80000000000001
"1594445"	"species"	"Aspilapteryx tringipennella"	"GCA_964194445.1"	5286	3936		37.5		"Scaffold"	328580677	200503	7689031	
"292387"	"species"	"Nemopoda nitidula"	"GCA_964194455.1"	1644	1230		38		"Scaffold"	208334657	550105	27688354	
"1323832"	"species"	"Calonectris borealis"	"GCA_964195595.2"	879	354	41	43.300000000000004		"Chromosome"	1366185058	4142416	86023716	97.30000000000001
"109479"	"species"	"Myotis mystacinus"	"GCA_964195625.1"	1741	327	21	43		"Chromosome"	1943289057	2254345	98765083	
